Timepoint,Environment,PCD,Species,Statistics,Sex,Reference
Deciduous canines eruption,,866.95,Homo sapiens,2,Male+Female,"Holly Smith, B., Crummett, T.L. and Brandt, K.L., 1994. Ages of eruption of primate teeth: a compendium for aging individuals and comparing life histories. American journal of physical anthropology, 37(S19), pp.177-231."
Deciduous canines eruption,,839.4,Homo sapiens,2,Male+Female,"Ramirez O, Planells P, Barberia E. Age and order of eruption of primary teeth in Spanish children. Community dentistry and oral epidemiology. 1994 Feb;22(1):56-9."
Deciduous incisors eruption,,634.5375,Homo sapiens,2,Male,"GunaShekhar M, Tenny J. Longitudinal study of age and order of eruption of primary teeth in Indian children. J Clin Exp Dent. 2010;2(3):e113-6."
Deciduous incisors maxilla eruption,,649.8,Homo sapiens,2,Male,"GunaShekhar M, Tenny J. Longitudinal study of age and order of eruption of primary teeth in Indian children. J Clin Exp Dent. 2010;2(3):e113-6."
Deciduous incisors mandible eruption,,619.275,Homo sapiens,2,Male,"GunaShekhar M, Tenny J. Longitudinal study of age and order of eruption of primary teeth in Indian children. J Clin Exp Dent. 2010;2(3):e113-6."
Deciduous incisors eruption,,637.7249999999999,Homo sapiens,2,Female,"GunaShekhar M, Tenny J. Longitudinal study of age and order of eruption of primary teeth in Indian children. J Clin Exp Dent. 2010;2(3):e113-6."
Deciduous incisors maxilla eruption,,654.675,Homo sapiens,2,Female,"GunaShekhar M, Tenny J. Longitudinal study of age and order of eruption of primary teeth in Indian children. J Clin Exp Dent. 2010;2(3):e113-6."
Deciduous incisors mandible eruption,,620.7750000000001,Homo sapiens,2,Female,"GunaShekhar M, Tenny J. Longitudinal study of age and order of eruption of primary teeth in Indian children. J Clin Exp Dent. 2010;2(3):e113-6."
Deciduous incisors maxilla eruption,,581.71,Homo sapiens,2,Male+Female,"Holly Smith, B., Crummett, T.L. and Brandt, K.L., 1994. Ages of eruption of primate teeth: a compendium for aging individuals and comparing life histories. American journal of physical anthropology, 37(S19), pp.177-231."
Deciduous incisors mandible eruption,,588.645,Homo sapiens,2,Male+Female,"Holly Smith, B., Crummett, T.L. and Brandt, K.L., 1994. Ages of eruption of primate teeth: a compendium for aging individuals and comparing life histories. American journal of physical anthropology, 37(S19), pp.177-231."
Deciduous incisors eruption,,585.1775,Homo sapiens,2,Male+Female,"Holly Smith, B., Crummett, T.L. and Brandt, K.L., 1994. Ages of eruption of primate teeth: a compendium for aging individuals and comparing life histories. American journal of physical anthropology, 37(S19), pp.177-231."
Deciduous teeth eruption (Offset),,1121.5,Homo sapiens,2,Male+Female,"Holly Smith, B., Crummett, T.L. and Brandt, K.L., 1994. Ages of eruption of primate teeth: a compendium for aging individuals and comparing life histories. American journal of physical anthropology, 37(S19), pp.177-231."
Deciduous teeth eruption (Offset),,1063.8,Homo sapiens,2,Male,"Ramirez O, Planells P, Barberia E. Age and order of eruption of primary teeth in Spanish children. Community dentistry and oral epidemiology. 1994 Feb;22(1):56-9."
Deciduous teeth eruption (Offset),,1098.6,Homo sapiens,2,Female,"Ramirez O, Planells P, Barberia E. Age and order of eruption of primary teeth in Spanish children. Community dentistry and oral epidemiology. 1994 Feb;22(1):56-9."
Deciduous teeth eruption (Offset),,1081.2,Homo sapiens,2,Male+Female,"Ramirez O, Planells P, Barberia E. Age and order of eruption of primary teeth in Spanish children. Community dentistry and oral epidemiology. 1994 Feb;22(1):56-9."
Deciduous teeth eruption (Onset),,585.9,Homo sapiens,2,Male+Female,"GunaShekhar M, Tenny J. Longitudinal study of age and order of eruption of primary teeth in Indian children. J Clin Exp Dent. 2010;2(3):e113-6."
Deciduous teeth eruption (Onset),,585,Homo sapiens,2,Male,"GunaShekhar M, Tenny J. Longitudinal study of age and order of eruption of primary teeth in Indian children. J Clin Exp Dent. 2010;2(3):e113-6."
Deciduous teeth eruption (Onset),,586.8,Homo sapiens,2,Female,"GunaShekhar M, Tenny J. Longitudinal study of age and order of eruption of primary teeth in Indian children. J Clin Exp Dent. 2010;2(3):e113-6."
Deciduous teeth eruption (Onset),,499.585,Homo sapiens,2,Male+Female,"Holly Smith, B., Crummett, T.L. and Brandt, K.L., 1994. Ages of eruption of primate teeth: a compendium for aging individuals and comparing life histories. American journal of physical anthropology, 37(S19), pp.177-231."
Deciduous teeth eruption (Onset),,474.6,Homo sapiens,2,Male,"Ramirez O, Planells P, Barberia E. Age and order of eruption of primary teeth in Spanish children. Community dentistry and oral epidemiology. 1994 Feb;22(1):56-9."
Deciduous teeth eruption (Onset),,498,Homo sapiens,2,Female,"Ramirez O, Planells P, Barberia E. Age and order of eruption of primary teeth in Spanish children. Community dentistry and oral epidemiology. 1994 Feb;22(1):56-9."
Deciduous teeth eruption (Onset),,486.3,Homo sapiens,2,Male+Female,"Ramirez O, Planells P, Barberia E. Age and order of eruption of primary teeth in Spanish children. Community dentistry and oral epidemiology. 1994 Feb;22(1):56-9."
Decrease in fractional ansitropy (Onset),,173,Homo sapiens,2,Male+Female,"Workman AD, Charvet CJ, Clancy B, Darlington RB, Finlay BL. Modeling transformations of neurodevelopmental sequences across mammalian species. Journal of Neuroscience. 2013 Apr 24;33(17):7368-83."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 1,,9688.86,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 10,,12529.6,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 11,,12821.3,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 12,,13112.9,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 13,,13408.9,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 14,,13714.1,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 15,,14034.2,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 16,,14374.9,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 17,,14737.1,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 18,,15118,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 19,,15514.3,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 2,,10022.6,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 20,,15922.2,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 21,,16338.2,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 22,,16758.3,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 23,,17178.5,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 24,,17595.9,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 25,,18012.2,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 26,,18431.2,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 27,,18855.7,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 28,,19287.7,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 29,,19728.3,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 3,,10353.8,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 30,,20177.7,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 31,,20635,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 32,,21096.4,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 33,,21557.3,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 34,,22011.9,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 35,,22451,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 36,,22862.8,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 37,,23236.1,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 38,,23564,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 39,,23845.2,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 4,,10679.1,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 40,,24078.4,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
Diffusion tensor images (DTI) scalars: Fractional Anisotropy (FA) Radial Diffusivity (RD) Mean Diffusivity (MD) 41,,24260,Homo sapiens,2,Male+Female,"Chen X, Errangi B, Li L, Glasser MF, Westlye LT, Fjell AM, Walhovd KB, Hu X, Herndon JG, Preuss TM, Rilling JK. Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes. Neurobiol Aging. 2013 Oct;34(10):2248-60. doi: 10.1016/j.neurobiolaging.2013.03.028. Epub 2013 Apr 24. PMID: 23623601; PMCID: PMC3777544."
